Name,Address,Location,Cuisine,Longitude,Latitude,PhoneNumber,Url,Award,MinPrice_USD,MaxPrice_USD
Neue Taverne,"Glockengasse 8, Zurich, 8001, Switzerland",Zurich,"Vegetarian, Modern Cuisine",8.5403165,47.3721075,41442211262,https://guide.michelin.com/en/zurich-region/zurich/restaurant/neue-taverne,1 MICHELIN Star,82.08000000000001,140.4
Steinhalle,"Helvetiaplatz 5, Berne, 3000, Switzerland",Berne,Creative,7.4487709,46.9429867,41313515100,https://guide.michelin.com/en/bern-region/bern/restaurant/steinhalle,1 MICHELIN Star,104.76,158.76000000000002
Osteria TRE,"Kantonsstrasse 3, Bubendorf, 4416, Switzerland",Bubendorf,"Italian, Modern Cuisine",7.7415822,47.4599385,41619355555,https://guide.michelin.com/en/basel-landschaft/bubendorf/restaurant/osteria-tre,1 MICHELIN Star,190.08,190.08
Le 42,"Route de Chavalet 3, Champéry, 1874, Switzerland",Champéry,Modern French,6.8748234,46.1819687,41799292893,https://guide.michelin.com/en/wallis/champry/restaurant/le-42,1 MICHELIN Star,124.2,151.20000000000002
La Table d'Adrien,"Chemin des Creux, Verbier, 1936, Switzerland",Verbier,"Contemporary, Mediterranean Cuisine",7.2246987,46.1035433,41277716200,https://guide.michelin.com/en/wallis/verbier/restaurant/la-table-d-adrien,1 MICHELIN Star,156.60000000000002,221.4
Gasthaus Zum Gupf,"Gupf 21, Rehetobel, 9038, Switzerland",Rehetobel,"Classic French, Traditional Cuisine",9.4917067,47.4303814,41718771110,https://guide.michelin.com/en/appenzell-ausserrhoden/rehetobel/restaurant/gasthaus-zum-gupf,1 MICHELIN Star,127.44000000000001,177.12
Chesa Stüva Colani,"Via Principela 20 A, Madulain, 7523, Switzerland",Madulain,"Italian, Innovative",9.937879,46.586082,41818541888,https://guide.michelin.com/en/graubunden/madulain/restaurant/chesa-stuva-colani,1 MICHELIN Star,129.60000000000002,194.4
Sonne,"Scheunenberg 70, Wengi bei Büren, 3251, Switzerland",Wengi bei Büren,"French, International",7.3756662,47.0886297,41323891545,https://guide.michelin.com/en/bern-region/wengi-bei-buren/restaurant/sonne180069,1 MICHELIN Star,81.0,187.92000000000002
Schlüssel,"Hauptstrasse 41, Oberwil, 4104, Switzerland",Oberwil,"Mediterranean Cuisine, Classic Cuisine",7.5560208,47.5140269,41614011500,https://guide.michelin.com/en/basel-landschaft/oberwil/restaurant/schlussel,1 MICHELIN Star,102.60000000000001,172.8
Verve by Sven,"Bernhard-Simon-Strasse 2, Bad Ragaz, 7310, Switzerland",Bad Ragaz,"Modern Cuisine, Market Cuisine",9.5037451,47.0004645,41813033035,https://guide.michelin.com/en/sankt-gallen-region/bad-ragaz/restaurant/verve-by-sven,1 MICHELIN Star,70.2,151.20000000000002
La Chaumière by Serge Labrosse,"Chemin de la Fondelle 16, Troinex, 1256, Switzerland",Troinex,Modern French,6.1476365,46.1623994,41798205649,https://guide.michelin.com/en/geneve-region/troinex/restaurant/la-chaumiere-by-serge-labrosse,1 MICHELIN Star,47.52,178.20000000000002
After Seven,"Hofmattstrasse 4, Zermatt, 3929, Switzerland",Zermatt,Creative,7.7478621,46.021962,41279666970,https://guide.michelin.com/en/wallis/zermatt/restaurant/after-seven,1 MICHELIN Star,171.72,214.92000000000002
Le Café Suisse,"Rue Centrale 41, Bex, 1880, Switzerland",Bex,Modern Cuisine,7.0155428,46.2503337,41244633398,https://guide.michelin.com/en/vaud/bex/restaurant/le-cafe-suisse,1 MICHELIN Star,124.2,183.60000000000002
Le Cigalon,"Route d'Ambilly 39, Thônex, 1226, Switzerland",Thônex,Seafood,6.2209024,46.1991216,41223499733,https://guide.michelin.com/en/geneve-region/thnex/restaurant/le-cigalon179243,1 MICHELIN Star,60.480000000000004,178.20000000000002
Vivanda,"Crusch Plantaun 217, Brail, 7527, Switzerland",Brail,"Creative, Alpine",10.0336936,46.6539661,41818512000,https://guide.michelin.com/en/graubunden/brail/restaurant/vivanda310725,1 MICHELIN Star,216.0,270.0
Ornellaia,"St. Annagasse 2, Zurich, 8001, Switzerland",Zurich,Italian,8.5377181,47.3723753,41442120022,https://guide.michelin.com/en/zurich-region/zurich/restaurant/ornellaia,1 MICHELIN Star,69.12,205.20000000000002
Zum Äusseren Stand,"Zeughausgasse 17, Berne, 3011, Switzerland",Berne,"Contemporary, International",7.4458992,46.9487979,41313295050,https://guide.michelin.com/en/bern-region/bern/restaurant/zum-ausseren-stand,1 MICHELIN Star,102.60000000000001,156.60000000000002
The Japanese Restaurant,"Gotthardstrasse 4, Andermatt, 6490, Switzerland",Andermatt,"Japanese Contemporary, Fusion",8.5947275,46.6363781,41418887488,https://guide.michelin.com/en/uri/andermatt/restaurant/the-japanese-restaurant,1 MICHELIN Star,172.8,237.60000000000002
The Japanese by The Chedi,"Gotthardstrasse 4, Andermatt, 6490, Switzerland",Andermatt,"Japanese Contemporary, Fusion",8.6255457,46.6557369,41418887466,https://guide.michelin.com/en/uri/andermatt/restaurant/the-japanese-by-the-chedi,1 MICHELIN Star,102.60000000000001,151.20000000000002
Zur Gedult,"Metzgergasse 12, Burgdorf, 3400, Switzerland",Burgdorf,International,7.6266325,47.0572771,41345300272,https://guide.michelin.com/en/bern-region/burgdorf/restaurant/zur-gedult,1 MICHELIN Star,102.60000000000001,151.20000000000002
Guarda Val,"Voa Sporz 85, Lenzerheide, 7078, Switzerland",Lenzerheide,"Regional Cuisine, Modern Cuisine",9.5403887,46.7115885,41813858585,https://guide.michelin.com/en/graubunden/lenzerheide/restaurant/guarda-val179530,1 MICHELIN Star,124.2,199.8
Il Lago,"Quai des Bergues 33, Geneva, 1201, Switzerland",Geneva,"Italian, Mediterranean Cuisine",6.1466147,46.2068583,41229087110,https://guide.michelin.com/en/geneve-region/geneve/restaurant/il-lago,1 MICHELIN Star,84.24000000000001,182.52
Maison Manesse,"Hopfenstrasse 2, Zurich, 8045, Switzerland",Zurich,Creative,8.521285,47.3650965,41444620101,https://guide.michelin.com/en/zurich-region/zurich/restaurant/maison-manesse,1 MICHELIN Star,49.68000000000001,172.8
Löwen - Apriori,"Wolfhauserstrasse 2, Bubikon, 8608, Switzerland",Bubikon,"Mediterranean Cuisine, Seasonal Cuisine",8.818755,47.2684502,41552431716,https://guide.michelin.com/en/zurich-region/bubikon/restaurant/lowen-apriori,1 MICHELIN Star,66.96000000000001,213.84
I Due Sud,"riva Antonio Caccia 7, Lugano, 6900, Switzerland",Lugano,Mediterranean Cuisine,8.9459498,45.994335,41919857711,https://guide.michelin.com/en/ticino/lugano/restaurant/i-due-sud,1 MICHELIN Star,86.4,213.84
Alpine Gourmet Prato Borni,"Bahnhofstrasse 55, Zermatt, 3920, Switzerland",Zermatt,"Creative, Country cooking",7.7462776,46.0198173,41279666600,https://guide.michelin.com/en/wallis/zermatt/restaurant/alpine-gourmet-prato-borni,1 MICHELIN Star,118.80000000000001,183.60000000000002
IGNIV Zürich by Andreas Caminada,"Marktgasse 17, Zurich, 8001, Switzerland",Zurich,"Sharing, Modern Cuisine",8.5437311,47.3719489,41442661010,https://guide.michelin.com/en/zurich-region/zurich/restaurant/igniv-zurich-by-andreas-caminada,1 MICHELIN Star,82.08000000000001,267.84000000000003
dasRestaurant,"Seestrasse 47, Thun, 3600, Switzerland",Thun,"Modern Cuisine, International",7.634247,46.744686,41332261212,https://guide.michelin.com/en/bern-region/thun/restaurant/dasrestaurant,1 MICHELIN Star,113.4,156.60000000000002
Sushi Shin,"Zinnengasse 7, Zurich, 8000, Switzerland",Zurich,Japanese Contemporary,8.5415242,47.3705379,41444009989,https://guide.michelin.com/en/zurich-region/zurich/restaurant/sushi-shin,1 MICHELIN Star,135.0,322.92
META,"Riva Paradiso 2, Lugano, 6900, Switzerland",Lugano,"Mediterranean Cuisine, Italian",8.946328,45.9927279,41919946868,https://guide.michelin.com/en/ticino/lugano/restaurant/meta-1192226,1 MICHELIN Star,118.80000000000001,131.76000000000002
UniQuisine Atelier,"Stanserstrasse 23, Stansstad, 6362, Switzerland",Stansstad,"Modern Cuisine, Classic Cuisine",8.3419323,46.9757757,41416107878,https://guide.michelin.com/en/nidwalden/stansstad/restaurant/uniquisine-atelier,1 MICHELIN Star,162.0,194.4
Denis Martin,"Rue du Château 2, Vevey, 1800, Switzerland",Vevey,Creative,6.8486004,46.4583909,41219211210,https://guide.michelin.com/en/vaud/vevey/restaurant/denis-martin,1 MICHELIN Star,302.40000000000003,388.8
L'Ermitage,"Route du Village 26, Vufflens-le-Château, 1134, Switzerland",Vufflens-le-Château,Classic Cuisine,6.4694431,46.5277284,41218046868,https://guide.michelin.com/en/vaud/vufflens-le-chteau/restaurant/l-ermitage180304,1 MICHELIN Star,91.80000000000001,307.8
Gasthaus zum Kreuz,"Stellistrasse 3, Dallenwil, 6383, Switzerland",Dallenwil,"Classic Cuisine, Traditional Cuisine",8.390924,46.9318556,41416282020,https://guide.michelin.com/en/nidwalden/dallenwil/restaurant/gasthaus-zum-kreuz,1 MICHELIN Star,66.96000000000001,159.84
Segreto,"Abacus Platz 1, Wittenbach, 9301, Switzerland",Wittenbach,"Creative, Mediterranean Cuisine",9.3964148,47.450773,41712901111,https://guide.michelin.com/en/sankt-gallen-region/wittenbach/restaurant/segreto,1 MICHELIN Star,118.80000000000001,162.0
Le MontBlanc,"Chemin du Mont-Blanc 1, Crans-Montana, 3963, Switzerland",Crans-Montana,Modern French,7.4631886,46.3153104,41274866060,https://guide.michelin.com/en/wallis/crans-montana/restaurant/le-montblanc,1 MICHELIN Star,59.400000000000006,204.12
GÜTSCH by Markus Neff,"Gotthardstrasse 53, Andermatt, 6490, Switzerland",Andermatt,"Classic French, Market Cuisine",8.6275263,46.6559326,41582006907,https://guide.michelin.com/en/uri/andermatt/restaurant/gutsch-by-markus-neff,1 MICHELIN Star,156.60000000000002,178.20000000000002
Schlüssel - Nidbergstube,"Oberdorfstrasse 5, Mels, 8887, Switzerland",Mels,"Classic Cuisine, Modern Cuisine",9.4185999,47.0463482,41817231238,https://guide.michelin.com/en/sankt-gallen-region/mels/restaurant/schlussel-nidbergstube,1 MICHELIN Star,81.0,205.20000000000002
Bel Etage,"Leonhardsgraben 49, Basel, 4051, Switzerland",Basel,"Classic French, International",7.58646,47.55585,41612611010,https://guide.michelin.com/en/basel-stadt/basel/restaurant/bel-etage,1 MICHELIN Star,83.16000000000001,189.0
La Table d'Antonio Salvatore au Rampoldi,"3 avenue des Spélugues, Monaco, 98000, France",Monaco,"Italian, Creative",7.4278204,43.7404558,37793307065,https://guide.michelin.com/en/monaco-region/monaco/restaurant/la-table-d-antonio-salvatore-au-rampoldi,1 MICHELIN Star,162.4,246.40000000000003
Yannick Alléno à l’Hôtel Hermitage Monte-Carlo,"Square Beaumarchais, Monaco, 98000, France",Monaco,"Modern Cuisine, Creative",7.4258682,43.7384624,37798069898,https://guide.michelin.com/en/monaco-region/monaco/restaurant/yannick-alleno-a-l-hotel-hermitage,1 MICHELIN Star,76.16000000000001,263.20000000000005
Le Blue Bay,"40 avenue Princesse-Grace, Monaco, 98000, France",Monaco,Creative,7.4379746,43.7488966,37798060360,https://guide.michelin.com/en/monaco-region/monaco/restaurant/le-blue-bay,1 MICHELIN Star,156.8,201.60000000000002
Yoshi,"4 avenue de la Madone, Monaco, 98000, France",Monaco,Japanese,7.4279751,43.7408177,37793151313,https://guide.michelin.com/en/monaco-region/monaco/restaurant/yoshi,1 MICHELIN Star,60.480000000000004,268.8
Le Grill,"Place du Casino, Monaco, 98000, France",Monaco,Classic Cuisine,7.4271,43.7393665,37798068888,https://guide.michelin.com/en/monaco-region/monaco/restaurant/le-grill9786,1 MICHELIN Star,78.4,235.20000000000002
Le Georges,"22 place des Épars, Chartres, 28000, France",Chartres,Modern Cuisine,1.4833258,48.4440945,33765267337,https://guide.michelin.com/en/centre-val-de-loire/chartres/restaurant/le-georges,1 MICHELIN Star,66.08000000000001,138.88000000000002
Pages,"4 rue Auguste-Vacquerie, Paris, 75016, France",Paris,Creative,2.296947,48.8711892,33147207494,https://guide.michelin.com/en/ile-de-france/paris/restaurant/pages,1 MICHELIN Star,72.80000000000001,246.40000000000003
L'Arcane,"52 rue Lamarck, Paris, 75018, France",Paris,Modern Cuisine,2.3418655,48.8893043,33146068600,https://guide.michelin.com/en/ile-de-france/paris/restaurant/l-arcane,1 MICHELIN Star,61.60000000000001,184.8
Hostellerie de Levernois,"Rue du Golf, Levernois, 21200, France",Levernois,Modern Cuisine,4.8783198,46.9926504,33380247358,https://guide.michelin.com/en/bourgogne-franche-comte/levernois/restaurant/hostellerie-de-levernois,1 MICHELIN Star,89.60000000000001,166.88000000000002
Trente-Trois,"33 rue Jean Goujon, Paris, 75008, France",Paris,Modern Cuisine,2.3043999,48.8653078,33145056800,https://guide.michelin.com/en/ile-de-france/paris/restaurant/trente-trois,1 MICHELIN Star,76.16000000000001,132.16000000000003
L'Auberge de Bagatelle,"489 avenue Bollée, Le Mans, 72000, France",Le Mans,Modern Cuisine,0.2359126,47.9990983,33243852573,https://guide.michelin.com/en/pays-de-la-loire/le-mans/restaurant/l-auberge-de-bagatelle,1 MICHELIN Star,53.760000000000005,117.60000000000001
Mavrommatis,"42 rue Daubenton, Paris, 75005, France",Paris,Greek,2.3511685,48.8404542,33143311717,https://guide.michelin.com/en/ile-de-france/paris/restaurant/mavrommatis,1 MICHELIN Star,87.36000000000001,151.20000000000002
Reflet d'Obione,"29 rue Jean-Jacques Rousseau, Montpellier, 34000, France",Montpellier,"Modern Cuisine, Mediterranean Cuisine",3.8730585,43.6122155,33499610917,https://guide.michelin.com/en/occitanie/montpellier/restaurant/reflet-d-obione,1 MICHELIN Star,39.2,106.4
Côté Jardin,"14 route de Bourges, Gien, 45500, France",Gien,"Creative, Modern Cuisine",2.6296242,47.6803325,33238382467,https://guide.michelin.com/en/centre-val-de-loire/gien/restaurant/cote-jardin,1 MICHELIN Star,61.60000000000001,100.80000000000001
L'Ardoise du Marché,"19 place des Tilleuls, Boulleret, 18240, France",Boulleret,"Modern Cuisine, Creative",2.874288,47.4239448,33248723962,https://guide.michelin.com/en/centre-val-de-loire/boulleret/restaurant/l-ardoise-du-marche,1 MICHELIN Star,31.360000000000003,84.00000000000001
Le Duèze - Château de Mercuès,"Route du Château, Mercuès, 46090, France",Mercuès,Modern Cuisine,1.3947504,44.4963194,33565200001,https://guide.michelin.com/en/occitanie/mercus/restaurant/le-dueze,1 MICHELIN Star,156.8,207.20000000000002
Cyril Attrazic,"10 route du Languedoc, Aumont-Aubrac, 48130, France",Aumont-Aubrac,Modern Cuisine,3.2865534,44.717116,33466428614,https://guide.michelin.com/en/occitanie/aumont-aubrac/restaurant/cyril-attrazic,1 MICHELIN Star,56.00000000000001,134.4
Le Saint-Estève,"2250 route Cézanne, Le Tholonet, 13100, France",Le Tholonet,Modern Cuisine,5.50033,43.52346,33442271014,https://guide.michelin.com/en/provence-alpes-cote-dazur/le-tholonet/restaurant/le-saint-esteve,1 MICHELIN Star,151.20000000000002,207.20000000000002
Abri,"92 rue du Faubourg-Poissonnière, Paris, 75010, France",Paris,Modern Cuisine,2.3492225,48.877819,33183970000,https://guide.michelin.com/en/ile-de-france/paris/restaurant/abri,1 MICHELIN Star,50.400000000000006,78.4
Le Cénacle,"46 rue des Couteliers, Toulouse, 31000, France",Toulouse,Modern Cuisine,1.4413732,43.5994812,33567161999,https://guide.michelin.com/en/occitanie/toulouse/restaurant/le-cenacle,1 MICHELIN Star,43.68000000000001,128.8
Le Vieux Logis,"Le Bourg, Trémolat, 24510, France",Trémolat,Modern Cuisine,0.8303765,44.8755922,33553228006,https://guide.michelin.com/en/nouvelle-aquitaine/trmolat/restaurant/le-vieux-logis,1 MICHELIN Star,67.2,156.8
L'Amaryllis,"Chemin de Martorez, Saint-Rémy, 71100, France",Saint-Rémy,Creative,4.8200267,46.7567708,33385481298,https://guide.michelin.com/en/bourgogne-franche-comte/saint-rmy/restaurant/l-amaryllis1896,1 MICHELIN Star,44.800000000000004,145.60000000000002
Yoshinori,"18 rue Grégoire-de-Tours, Paris, 75006, France",Paris,Modern Cuisine,2.3377712,48.8528439,33984197605,https://guide.michelin.com/en/ile-de-france/paris/restaurant/yoshinori,1 MICHELIN Star,56.00000000000001,168.00000000000003
À Contre Sens,"8-10 rue des Croisiers, Caen, 14000, France",Caen,Modern Cuisine,-0.3655578,49.1844865,33231974448,https://guide.michelin.com/en/normandie/caen/restaurant/a-contre-sens,1 MICHELIN Star,34.720000000000006,80.64000000000001
Intuition,"1 rue Alsace-Lorraine, Saint-Lô, 50000, France",Saint-Lô,Modern Cuisine,-1.0985834,49.1144055,33233051491,https://guide.michelin.com/en/normandie/saint-l/restaurant/intuition,1 MICHELIN Star,53.760000000000005,94.08000000000001
Le Restaurant du Cerisier,"14 avenue du Peuple-Belge, Lille, 59000, France",Lille,Modern Cuisine,3.0640904,50.6421148,33374494949,https://guide.michelin.com/en/hauts-de-france/lille/restaurant/le-cerisier-en-ville,1 MICHELIN Star,61.60000000000001,123.20000000000002
The Marcel,"5 rue Lazare-Carnot, Sète, 34200, France",Sète,"Mediterranean Cuisine, Modern Cuisine",3.6981431,43.4026375,33467742089,https://guide.michelin.com/en/occitanie/ste/restaurant/the-marcel,1 MICHELIN Star,98.56,114.24000000000001
Têtedoie,"4 rue Professeur-Pierre-Marion, Lyon, 69005, France",Lyon,Creative,4.8233917,45.7590732,33478294010,https://guide.michelin.com/en/auvergne-rhone-alpes/lyon/restaurant/tetedoie,1 MICHELIN Star,53.760000000000005,156.8
Au Vieux Couvent,"6 rue des Chanoines, Rhinau, 67860, France",Rhinau,Creative,7.7069474,48.3171291,33388746115,https://guide.michelin.com/en/grand-est/rhinau/restaurant/au-vieux-couvent,1 MICHELIN Star,43.68000000000001,161.28000000000003
Holen,"2 rue des Carmes, Rennes, 35000, France",Rennes,Market Cuisine,-1.676248,48.1083789,33299792895,https://guide.michelin.com/en/bretagne/rennes/restaurant/holen,1 MICHELIN Star,47.040000000000006,117.60000000000001
Dan B. - La Table de Ventabren,"1 rue Frédéric-Mistral, Ventabren, 13122, France",Ventabren,Modern Cuisine,5.29218,43.53894,33442287933,https://guide.michelin.com/en/provence-alpes-cote-dazur/ventabren/restaurant/dan-b,1 MICHELIN Star,79.52000000000001,151.20000000000002
La Chaumière,"346 avenue du Maréchal-Juin, Dole, 39100, France",Dole,Creative,5.4951285,47.065097,33384707240,https://guide.michelin.com/en/bourgogne-franche-comte/dole/restaurant/la-chaumiere11044,1 MICHELIN Star,89.60000000000001,134.4
La Mirande,"4 place de l'Amirande, Avignon, 84000, France",Avignon,Modern Cuisine,4.8076612,43.9501365,33490142020,https://guide.michelin.com/en/provence-alpes-cote-dazur/avignon/restaurant/la-mirande,1 MICHELIN Star,100.80000000000001,212.8
Restaurant De Lauzun,"Route de Nizas, Pézenas, 34120, France",Pézenas,Modern Cuisine,3.4120006,43.4828877,33499476391,https://guide.michelin.com/en/occitanie/pzenas/restaurant/restaurant-de-lauzun,1 MICHELIN Star,80.64000000000001,128.8
L'Épuisette,"158 rue du Vallon-des-Auffes, Marseille, 13007, France",Marseille,Seafood,5.3503153,43.2857334,33491521782,https://guide.michelin.com/en/provence-alpes-cote-dazur/marseille/restaurant/l-epuisette,1 MICHELIN Star,89.60000000000001,173.60000000000002
Jacques Faussat,"54 rue Cardinet, Paris, 75017, France",Paris,Traditional Cuisine,2.3066708,48.8830027,33147634037,https://guide.michelin.com/en/ile-de-france/paris/restaurant/jacques-faussat,1 MICHELIN Star,50.400000000000006,127.68
Auberge de la Tour,"Place de la Fontaine, Marcolès, 15220, France",Marcolès,Modern Cuisine,2.3518849,44.7814806,33471469915,https://guide.michelin.com/en/auvergne-rhone-alpes/marcols/restaurant/auberge-de-la-tour326032,1 MICHELIN Star,88.48,122.08000000000001
Shabour,"19 rue Saint-Sauveur, Paris, 75002, France",Paris,Creative,2.3490797,48.8659204,33695163287,https://guide.michelin.com/en/ile-de-france/paris/restaurant/shabour,1 MICHELIN Star,71.68,107.52000000000001
NESO,"3 rue Papillon, Paris, 75009, France",Paris,Creative,2.3475262,48.876059,33148240413,https://guide.michelin.com/en/ile-de-france/paris/restaurant/neso,1 MICHELIN Star,151.20000000000002,201.60000000000002
Le Chantecler,"37 promenade des Anglais, Nice, 06000, France",Nice,Modern Cuisine,7.2580223,43.694265,33493166410,https://guide.michelin.com/en/provence-alpes-cote-dazur/nice/restaurant/le-chantecler,1 MICHELIN Star,123.20000000000002,212.8
Le Quincangrogne,"7 rue de l'Abreuvoir, Dampmart, 77400, France",Dampmart,Modern Cuisine,2.735805,48.88381,33164444480,https://guide.michelin.com/en/ile-de-france/dampmart/restaurant/le-quincangrogne,1 MICHELIN Star,50.400000000000006,106.4
Château de la Treyne,"Lacave, 46200, France",Lacave,Classic Cuisine,1.5253884,44.8494743,33565276060,https://guide.michelin.com/en/occitanie/lacave/restaurant/chateau-de-la-treyne,1 MICHELIN Star,61.60000000000001,190.4
Auberge St-Jean,"8 rue du Pont, Saint-Jean-de-Blaignac, 33420, France",Saint-Jean-de-Blaignac,Creative,-0.1391379,44.8134003,33557749550,https://guide.michelin.com/en/nouvelle-aquitaine/saint-jean-de-blaignac/restaurant/auberge-st-jean,1 MICHELIN Star,69.44000000000001,98.56
Umami,"8 rue des Dentelles, Strasbourg, 67000, France",Strasbourg,Creative,7.74322,48.5809,33388328053,https://guide.michelin.com/en/grand-est/strasbourg/restaurant/umami202668,1 MICHELIN Star,72.80000000000001,84.00000000000001
G.a. au Manoir de Rétival,"2 rue Saint-Clair, Caudebec-en-Caux, 76490, France",Caudebec-en-Caux,"Modern Cuisine, Creative",0.7330455,49.5250364,33650234363,https://guide.michelin.com/en/normandie/caudebec-en-caux/restaurant/g-a-au-manoir-de-retival,1 MICHELIN Star,112.00000000000001,280.0
Brikéténia,"Rue de L'Église, Guéthary, 64210, France",Guéthary,Modern Cuisine,-1.6059286,43.41952,33559265134,https://guide.michelin.com/en/nouvelle-aquitaine/guthary/restaurant/briketenia,1 MICHELIN Star,47.040000000000006,120.96000000000001
Jean-Claude Leclerc,"12 rue Saint-Adjutor, Clermont-Ferrand, 63000, France",Clermont-Ferrand,Modern Cuisine,3.0803939,45.7788281,33473364630,https://guide.michelin.com/en/auvergne-rhone-alpes/clermont-ferrand/restaurant/jean-claude-leclerc,1 MICHELIN Star,44.800000000000004,134.4
Villa Salone,"6 rue du Maréchal Joffre, Salon-de-Provence, 13300, France",Salon-de-Provence,Modern Cuisine,5.0986066,43.64144,33490562801,https://guide.michelin.com/en/provence-alpes-cote-dazur/salon-de-provence/restaurant/villa-salone,1 MICHELIN Star,64.96000000000001,109.76
La Meynardie,"Lieu-dit La Meynardie, Salignac-Eyvigues, 24590, France",Salignac-Eyvigues,Modern Cuisine,1.3056798,44.9916513,33553288598,https://guide.michelin.com/en/nouvelle-aquitaine/salignac-eyvigues/restaurant/la-meynardie,1 MICHELIN Star,41.440000000000005,104.16000000000001
Aigue Marine,"5 rue Marcelin-Berthelot, Tréguier, 22220, France",Tréguier,Creative,-3.2239981,48.7869465,33296929700,https://guide.michelin.com/en/bretagne/trguier/restaurant/aigue-marine,1 MICHELIN Star,31.360000000000003,134.4
Le Bec au Cauchois,"22 rue André-Fiquet, Valmont, 76540, France",Valmont,Creative,0.4911347,49.7447349,33235297756,https://guide.michelin.com/en/normandie/valmont/restaurant/le-bec-au-cauchois,1 MICHELIN Star,43.68000000000001,116.48000000000002
L'Éveil des Sens,"429 boulevard Paul-Lintier, Mayenne, 53100, France",Mayenne,Modern Cuisine,-0.6084258,48.3060431,33243304217,https://guide.michelin.com/en/pays-de-la-loire/mayenne/restaurant/l-eveil-des-sens,1 MICHELIN Star,31.360000000000003,91.84
La Table de Chaintré,"72 place du Luminaire, Chaintré, 71570, France",Chaintré,Modern Cuisine,4.760257,46.2604625,33385329095,https://guide.michelin.com/en/bourgogne-franche-comte/chaintr/restaurant/la-table-de-chaintre,1 MICHELIN Star,47.040000000000006,77.28
L'Innocence,"28 rue de la Tour-d'Auvergne, Paris, 75009, France",Paris,"Modern Cuisine, Creative",2.3433247,48.8792269,33145239913,https://guide.michelin.com/en/ile-de-france/paris/restaurant/l-innocence,1 MICHELIN Star,49.28,106.4
Äponem - Auberge du Presbytère,"4 rue de  l'Église, Vailhan, 34320, France",Vailhan,Modern Cuisine,3.2988056,43.5544377,33467247649,https://guide.michelin.com/en/occitanie/vailhan/restaurant/aponem-auberge-du-presbytere,1 MICHELIN Star,140.0,140.0
Auberge du Cellier,"1 rue de Sainte-Eugénie, Montner, 66720, France",Montner,Modern Cuisine,2.6785143,42.7490993,33468290978,https://guide.michelin.com/en/occitanie/montner/restaurant/auberge-du-cellier,1 MICHELIN Star,23.520000000000003,95.2
L'Escarbille,"8 rue de Vélizy, Meudon, 92190, France",Meudon,Modern Cuisine,2.2270933,48.8202241,33145341203,https://guide.michelin.com/en/ile-de-france/meudon/restaurant/l-escarbille,1 MICHELIN Star,47.040000000000006,92.96000000000001
L'Atelier Yssoirien,"39 boulevard Triozon-Bayle, Issoire, 63500, France",Issoire,Modern Cuisine,3.2503278,45.5418469,33473894447,https://guide.michelin.com/en/auvergne-rhone-alpes/issoire/restaurant/l-atelier-yssoirien,1 MICHELIN Star,56.00000000000001,123.20000000000002
La Table des Frères Ibarboure,"Chemin Ttalienea, Bidart, 64210, France",Bidart,Modern Cuisine,-1.598438,43.4181338,33559548164,https://guide.michelin.com/en/nouvelle-aquitaine/bidart/restaurant/la-table-des-freres-ibarboure,1 MICHELIN Star,61.60000000000001,145.60000000000002
Tomy & Co,"22 rue Surcouf, Paris, 75007, France",Paris,"Modern Cuisine, Creative",2.3095202,48.8605434,33145514693,https://guide.michelin.com/en/ile-de-france/paris/restaurant/tomy-co,1 MICHELIN Star,69.44000000000001,95.2
Tour d'Argent,"15 quai de la Tournelle, Paris, 75005, France",Paris,Modern Cuisine,2.3549236,48.8498353,33143542331,https://guide.michelin.com/en/ile-de-france/paris/restaurant/tour-d-argent,1 MICHELIN Star,123.20000000000002,425.6
Jean-Marc Pérochon,"63 avenue de la Grande-Roche, Bretignolles-sur-Mer, 85470, France",Bretignolles-sur-Mer,Modern Cuisine,-1.87165,46.61923,33251336553,https://guide.michelin.com/en/pays-de-la-loire/brtignolles-sur-mer/restaurant/jean-marc-perochon,1 MICHELIN Star,31.360000000000003,129.92000000000002
Restaurant H,"13 rue Jean-Beausire, Paris, 75004, France",Paris,Creative,2.3681125,48.8543827,33143488096,https://guide.michelin.com/en/ile-de-france/paris/restaurant/restaurant-h,1 MICHELIN Star,84.00000000000001,106.4
Le Mas Bottero,"2340 route d’Aix-en-Provence, Saint-Cannat, 13760, France",Saint-Cannat,Modern Cuisine,5.3114,43.6173,33442671918,https://guide.michelin.com/en/provence-alpes-cote-dazur/saint-cannat/restaurant/le-mas-bottero,1 MICHELIN Star,33.6,100.80000000000001
L'Oiseau Bleu,"127 avenue Thiers, Bordeaux, 33000, France",Bordeaux,Modern Cuisine,-0.55304,44.844326,33556810939,https://guide.michelin.com/en/nouvelle-aquitaine/bordeaux/restaurant/l-oiseau-bleu,1 MICHELIN Star,56.00000000000001,123.20000000000002
Kasbür,"8 route de Dettwiller, Monswiller, 67700, France",Monswiller,Modern Cuisine,7.3981789,48.7420925,33388021420,https://guide.michelin.com/en/grand-est/monswiller/restaurant/kasbur,1 MICHELIN Star,39.2,128.8
Saisons,"1 A chemin de Calabert, Écully, 69130, France",Écully,Modern Cuisine,4.7668974,45.7770468,33426209757,https://guide.michelin.com/en/auvergne-rhone-alpes/cully/restaurant/saisons4469,1 MICHELIN Star,67.2,156.8
